Crab Dub,"19 Jan, 2017","Overall user reviews:
Positive
						(43 reviews)","Indie, Casual, Platformer"
GEESE vs CTHULHU,"28 Jun, 2020","Overall user reviews:
Positive
						(37 reviews)","Casual, Spectacle fighter, Arena Shooter, Combat Racing, Hand-drawn, Isometric, Character Action Game, Superhero, Perma Death, Experimental, Action-Adventure, Surreal, Indie, Funny, Action, Comedy, Shooter, Singleplayer, Adventure, Motorbike"
心魔,2021.9.31,None,"Early Access, RTS, Strategy, Auto Battler, Card Battler, Deckbuilding, Casual, Asynchronous Multiplayer, Quick-Time Events, Card Game, Idler, Clicker, Wargame, Trading Card Game, Real Time Tactics, Cartoony, Isometric, Fantasy, Sci-fi, Cute"
Faeria - Chronicles of Gagana DLC,"17 Apr, 2019","Overall user reviews:
Mostly Positive
						(11 reviews)","Indie, Strategy, Massively Multiplayer"
Goldmine,"28 Mar, 2018","Overall user reviews:
Mostly Negative
						(199 reviews)","Casual, Indie, Strategy, Simulation, Clicker"
BUSTED!,"11 Oct, 2016","Overall user reviews:
Mostly Positive
						(69 reviews)","Sexual Content, Simulation, Action, Indie, Nudity, Anime, Memes, Psychological Horror"
Vatnik Simulator - A Russian Patriot Game,"21 Jun, 2018","Overall user reviews:
Mixed
						(15 reviews)","Indie, Casual, Simulation"
Gay World,"18 Jan, 2018","Overall user reviews:
Very Positive
						(304 reviews)","Simulation, Indie, Casual, LGBTQ+, Sexual Content, Psychological Horror"
Juliantli,"30 Aug, 2018","Overall user reviews:
Positive
						(17 reviews)","Indie, Casual, Music, Rhythm"
SweatShop,"22 Jul, 2016","Overall user reviews:
Mostly Negative
						(173 reviews)","Casual, Indie, Strategy, Clicker"
Dictator's dreams,"22 Apr, 2018","Overall user reviews:
Mixed
						(19 reviews)","Indie, Casual"
idleBeer,"31 Aug, 2017","Overall user reviews:
Negative
						(12 reviews)","Casual, Simulation, Indie, Clicker"
Zombase,Coming Soon,None,"Early Access, Outbreak Sim, Shoot 'Em Up, Top-Down Shooter, Clicker, Real Time Tactics, Sandbox, Tower Defense, Strategy, PvE, Point & Click, 3D Fighter, 3D, Top-Down, Team-Based, Choices Matter, Controller, Open World, Action, Base Building"
Immortal Heroes,"24 Nov, 2017","Overall user reviews:
Mostly Negative
						(13 reviews)","Casual, Adventure, Indie, Clicker"
Lumber King,"16 Aug, 2017","Overall user reviews:
Mostly Negative
						(140 reviews)","Free to Play, Clicker"
Andromeda: Rebirth of Humanity,"22 Jan, 2021","Overall user reviews:
Mixed
						(82 reviews)","Strategy, Space Sim, Colony Sim, 3D, Capitalism, Massively Multiplayer, Space, Futuristic, Sci-fi, Building, Free to Play, Mining, Open World, Simulation, RPG, Indie, PvE, PvP, Resource Management, Trading"
Dungeons & Vampires,"16 Oct, 2018","Overall user reviews:
Mixed
						(28 reviews)","Casual, Adventure, Indie, RPG, Roguelike, Dungeon Crawler, Roguelite"
Idle Kingdom Builder,"5 Nov, 2018","Overall user reviews:
Mostly Negative
						(101 reviews)","Free to Play, Simulation, Casual, Clicker"
捕鱼炸翻天,"26 Oct, 2020","Overall user reviews:
Mostly Negative
						(45 reviews)","Casual, Strategy, Solitaire, Arcade, Looter Shooter, Shooter, Clicker, Bullet Hell, 2D, Cartoon, PvP, Online Co-Op, Multiplayer, Singleplayer, Mining, Pinball, Cute, PvE, Retro, Automation"
Faeria - Resurgence DLC,"19 Sep, 2018","Overall user reviews:
Mixed
						(16 reviews)","Strategy, Massively Multiplayer, Indie"
Idle TD: Heroes vs Zombies,"24 Jan, 2022","Overall user reviews:
Mostly Positive
						(115 reviews)","Tower Defense, Strategy, Idler, Free to Play, Zombies, Auto Battler, Resource Management, Time Management, Post-apocalyptic, Fantasy, Sci-fi, Pixel Graphics, Isometric, Casual, Top-Down, Clicker, Superhero, Automation, Futuristic, Combat"
Putin Life,"13 Nov, 2019","Overall user reviews:
Very Positive
						(153 reviews)","Casual, Indie, Strategy, Action, RPG, Simulation, Adventure, Memes, Politics, Singleplayer, Stylized, Colorful, Fast-Paced, 2D, Comedy, Story Rich, Great Soundtrack, Economy, Family Friendly, Atmospheric"
Gachi Heroes 2: Flexboll,"19 Dec, 2019","Overall user reviews:
Very Positive
						(142 reviews)","Memes, Comedy, Funny, Casual, Indie, Action, Nudity, Adventure, Sexual Content, LGBTQ+, Experimental, Arcade, 2D, Fast-Paced, Short, Colorful, Score Attack, Relaxing, Singleplayer, Simulation"
Oik 3D,2021,None,"LEGO, Family Friendly, Casual, Hand-drawn, Pinball, Voxel, Relaxing, Puzzle, Minimalist, Colorful, Singleplayer, Abstract, Indie, Physics, Solitaire, Chess, City Builder, Stylized, Top-Down, 3D"
VELONE,"21 Apr, 2022","Overall user reviews:
Negative
						(13 reviews)","Singleplayer, Automation, Programming, Puzzle, Logic, Atmospheric, Relaxing, Sandbox, Casual, 2D, Simulation, Futuristic, Sci-fi, Clicker, Aliens, Building, Crafting, Indie"
Book of Yog Idle RPG Demo,"11 Jun, 2021",None,
Urban Mage,"8 Mar, 2022","Overall user reviews:
Positive
						(10 reviews)","Replay Value, Top-Down, Score Attack, God Game, Action, Dark Fantasy, Exploration, Difficult, Blood, Villain Protagonist, Competitive, Singleplayer, 3D, Destruction, Hidden Object, Mouse only, Magic, Point & Click, Dark, Sniper"
Hidden Farm Top-Down 3D,"8 Apr, 2022","Overall user reviews:
Positive
						(10 reviews)","Action, Adventure, Casual, Simulation, Action RPG, Action-Adventure, Arcade, Automobile Sim, City Builder, 3D Platformer, Combat Racing, Creature Collector, Exploration, Dungeon Crawler, Medical Sim, 3D, Colorful, Cute, First-Person, Pixel Graphics"
Beat Stickman: Infinity Clones,"30 Jan, 2019","Overall user reviews:
Mostly Positive
						(97 reviews)","Indie, Action, Casual, Simulation, Adventure, Gore, Violent"
Idle Wasteland - Ultimate Bundle,"15 Jul, 2021",None,"RPG, Simulation, Post-apocalyptic, Clicker, Idler, Auto Battler"
Hidden Harbor Top-Down 3D,"12 Apr, 2022","Overall user reviews:
Positive
						(10 reviews)","Action, Adventure, Casual, Simulation, Strategy, Action RPG, Arcade, Card Game, City Builder, Colony Sim, 2D Platformer, 3D Platformer, Bullet Hell, Choose Your Own Adventure, Collectathon, 2.5D, 2D, 3D, Colorful, Cute"
Hidden World Top-Down 3D,"7 Mar, 2022","Overall user reviews:
Positive
						(11 reviews)","Action, Adventure, Casual, Simulation, Sports, Strategy, 3D Platformer, Choose Your Own Adventure, Exploration, Hidden Object, Immersive Sim, Roguevania, 3D, Colorful, Cute, First-Person, Pixel Graphics, Third Person, 1990's, Atmospheric"
Doodle Farm,"15 Nov, 2018","Overall user reviews:
Positive
						(15 reviews)","Casual, Indie, Adventure, Simulation"
SUMETRICK,"26 Jan, 2018","Overall user reviews:
Very Positive
						(333 reviews)","Indie, Casual"
ClickCells: Summer,"22 Dec, 2020","Overall user reviews:
Positive
						(29 reviews)","Cute, 2D, Anime, Linear, Minimalist, 1990's, Singleplayer, Puzzle, 1980s, Sexual Content, Indie, Casual, Side Scroller, Physics, Choices Matter, Point & Click"
放置勇者：远征/Idle Heroes:Odyssey-珍妮佛Jennifer,"19 Sep, 2020","Overall user reviews:
Mixed
						(11 reviews)","Strategy, Adventure, RPG, Indie, Casual, Simulation"
Doodle Mafia,"20 Apr, 2017","Overall user reviews:
Mostly Positive
						(69 reviews)","Indie, Casual, Simulation, Puzzle, Singleplayer, Adventure"
Hidden Post-Apocalyptic Top-Down 3D,"9 Mar, 2022","Overall user reviews:
Mostly Positive
						(14 reviews)","Exploration, Tactical RPG, 3D Platformer, Hidden Object, FPS, Puzzle Platformer, Puzzle, Strategy, Point & Click, Platformer, Walking Simulator, 3D, Action-Adventure, First-Person, Isometric, Third Person, Historical, Management, Building, Horror"
Puzzle Light: Connect,"10 Sep, 2021","Overall user reviews:
Positive
						(33 reviews)","Puzzle, Logic, Casual, Difficult, Electronic, 2D, Education, Board Game, Isometric, Tabletop, Colorful, Hand-drawn, Minimalist, Top-Down, Family Friendly, Relaxing, Singleplayer, Indie, LEGO, Sokoban"
Idle Expanse Soundtrack,"7 Sep, 2020",None,"Free to Play, Indie, Casual, Clicker, Idler"
Classic Jigsaw Puzzles,"17 Jan, 2019","Overall user reviews:
Positive
						(15 reviews)","Puzzle, Family Friendly, Relaxing, Minimalist, Casual, Hidden Object, Match 3, Board Game, Tabletop, Strategy, 2D, Simulation, Adventure, Retro, Singleplayer, Indie, Education, Point & Click, Stylized, Class-Based"
Jigsaw Puzzle - Pro Edition,"2 Sep, 2019","Overall user reviews:
Positive
						(12 reviews)","Puzzle, Relaxing, Board Game, Tabletop, Hidden Object, Match 3, Education, Strategy, 2D, Post-apocalyptic, Casual, Simulation, Hand-drawn, Minimalist, Dark Fantasy, Fantasy, Mystery, Adventure, Cinematic, Futuristic"
Pixel Art Monster - Color by Number,"3 Apr, 2019","Overall user reviews:
Positive
						(12 reviews)","Pixel Graphics, Mouse only, Demons, Fantasy, Minimalist, Relaxing, Puzzle, Board Game, Casual, Indie, Action, Adventure, RPG, Simulation, Sports, Strategy, 2D, Atmospheric, Singleplayer, Difficult"
ATTACK OF THE EVIL POOP,"9 Jul, 2019","Overall user reviews:
Positive
						(23 reviews)","Action, Casual, Shooter, Memes, Arcade, First-Person, Dark Humor, Dark Comedy, Local Multiplayer, Indie, On-Rails Shooter, FPS, Hero Shooter, Looter Shooter, Sci-fi, Colorful, Destruction, Funny, 1980s, Parody "
FALLEN,None,None,"Visual Novel, Action, Simulation, Medieval, Adventure, Choices Matter, Conversation, Story Rich, Fantasy, Indie, Casual, Mystery, Singleplayer"
Idle Wasteland - Super Bundle,"15 Jul, 2021",None,"RPG, Simulation, Crafting, Post-apocalyptic, Clicker, Idler, Auto Battler"
MEGALOMANIAC,"26 Apr, 2017","Overall user reviews:
Positive
						(18 reviews)","Casual, Simulation, Strategy, Adventure"
Hidden Floating City Top-Down 3D,"22 Feb, 2022","Overall user reviews:
Mostly Positive
						(12 reviews)","Action, Adventure, Casual, Simulation, Strategy, 3D Fighter, Action RPG, Arcade, Auto Battler, City Builder, 2D Platformer, 3D Platformer, Card Battler, Hidden Object, Metroidvania, 3D, Cute, First-Person, Pixel Graphics, Top-Down"
Intelligent Design: An Evolutionary Sandbox,"12 May, 2017","Overall user reviews:
Mixed
						(88 reviews)","Idler, Colony Sim, Education, Sandbox, Management, Nature, Science, Base Building, God Game, Life Sim, Strategy, Relaxing, Simulation, Abstract, Family Friendly, Sci-fi, Resource Management, Singleplayer, Experimental, Indie"
Idling Idol,"6 Jan, 2022","Overall user reviews:
Mostly Positive
						(14 reviews)","Time Management, Management, Economy, Life Sim, 2D, Cute, Comic Book, Simulation, Relaxing, Funny, Anime, Colorful, Score Attack, Comedy, Atmospheric, Inventory Management, Resource Management, Singleplayer, Clicker"
Hidden Build Top-Down 3D,"8 Mar, 2022","Overall user reviews:
Mixed
						(13 reviews)","Side Scroller, Tactical RPG, 2D Platformer, 3D Platformer, Puzzle Platformer, Hidden Object, Puzzle, City Builder, Tower Defense, Education, Point & Click, Tabletop, Action RPG, Base Building, Economy, Management, Building, Crafting, Strategy, Survival"
Bug Splatt,"11 Jul, 2018","Overall user reviews:
2 user reviews","Indie, Casual, Arcade, Clicker"
Heroes Tactics,"21 Jun, 2017","Overall user reviews:
Mixed
						(255 reviews)","Strategy, Free to Play, RPG, Adventure, Action, Indie, Tactical RPG, PvP, Tactical, Card Game, Multiplayer"
The Button- Donation DLC,"15 Feb, 2022","Overall user reviews:
6 user reviews","Casual, Free to Play, Point & Click, Comedy, 2D, Singleplayer, Clicker"
Idle Wasteland - Artifact Pack,"15 Jul, 2021",None,"RPG, Simulation, Post-apocalyptic, Clicker, Idler"
Sliding Blocks,"11 Sep, 2017","Overall user reviews:
Positive
						(12 reviews)","Puzzle, Family Friendly, Difficult, Casual, Mouse only, Minimalist, Cartoon, Indie, Adventure, Gaming, Strategy, 2D, Singleplayer, Atmospheric, RPG, Clicker, Tabletop, Mystery, Illuminati, City Builder"
Plantera - Original Soundtrack,"19 Feb, 2016","Overall user reviews:
Positive
						(31 reviews)","Casual, Indie, Simulation"
Rabbit: Jigsaw Puzzles,"13 Apr, 2018","Overall user reviews:
Positive
						(10 reviews)","Puzzle, Hidden Object, Match 3, Education, Board Game, Tabletop, Strategy, Cute, 2D, Funny, Relaxing, Casual, Minimalist, Cartoony, Colorful, Family Friendly, Nature, Adventure, Cartoon, Singleplayer"
Gabe Newell Simulator,"14 Dec, 2015","Overall user reviews:
Mixed
						(461 reviews)","Memes, Action, Simulation, Indie, Adventure, Parody , Shooter, Comedy, Third Person, Funny, Singleplayer, Difficult, Action-Adventure, Third-Person Shooter, Early Access, Violent, Sci-fi, MMORPG"
Achievement Simulator - Save Yourself Some Time,"21 Aug, 2019","Overall user reviews:
2 user reviews","Casual, Simulation, Memes, Clicker, Indie"
Context,"24 Oct, 2019","Overall user reviews:
1 user reviews","Casual, Indie, Clicker, Point & Click"
Hidden Ghost Town 2,"7 Feb, 2022","Overall user reviews:
Mostly Positive
						(13 reviews)","Action, Casual, Simulation, Strategy, 3D Fighter, Action RPG, Arcade, Auto Battler, Board Game, 2D Platformer, 3D Platformer, Dungeon Crawler, Hack and Slash, Hidden Object, Immersive Sim, 2D, Anime, Colorful, Cute, Pixel Graphics"
Doodle Tanks,"13 Mar, 2020","Overall user reviews:
Mixed
						(13 reviews)","Casual, Indie, Simulation, Tanks"
Potion Commotion Fanbook,"26 Oct, 2020","Overall user reviews:
Positive
						(13 reviews)","Strategy, Adventure, Indie, Casual, Simulation"
VITATIO,"28 Jul, 2017","Overall user reviews:
Positive
						(16 reviews)","Indie, Casual, Strategy"
love the game,"10 Apr, 2020","Overall user reviews:
1 user reviews","Casual, Clicker, Robots, Education"
Hidden Tavern Top-Down 3D,"11 Feb, 2022","Overall user reviews:
Mixed
						(15 reviews)","Action, Adventure, Casual, RPG, Simulation, Strategy, Action RPG, Arcade, Board Game, Point & Click, Puzzle, Tabletop, 3D Platformer, Action RTS, Hidden Object, Side Scroller, Top-Down Shooter, Wargame, 2.5D, 3D"
Trump VS Covid: Platinum Cheats Pack,"8 Feb, 2021","Overall user reviews:
1 user reviews","Strategy, Indie, Simulation, Politics, Clicker"
Trump VS Covid: Bronze Cheats Pack,"11 Feb, 2021","Overall user reviews:
1 user reviews","Strategy, Indie, Simulation, Politics, Clicker"
Trump VS Covid: Gold Cheats Pack,"9 Feb, 2021","Overall user reviews:
1 user reviews","Strategy, Indie, Simulation, Politics, Clicker"
Endless Battle: Return of Hero +1,"22 Jul, 2020","Overall user reviews:
Mixed
						(23 reviews)","Casual, RPG, Indie, Strategy, Adventure, Simulation, Idler, Resource Management, Fantasy, Singleplayer, Addictive, Relaxing, Management"
Shadow Ninja: Apocalypse,"16 Nov, 2015","Overall user reviews:
Mixed
						(134 reviews)","Action, Indie, Adventure, Casual, Strategy, Platformer, Ninja, Great Soundtrack, 2D, Parkour, Dark, Dark Fantasy, War, Superhero, Post-apocalyptic, Difficult, Stealth, Roguelike, Physics, Hack and Slash"
Idle Dungeons,"7 Jun, 2019","Overall user reviews:
Mostly Negative
						(219 reviews)","Free to Play, Clicker, Indie, Action, Casual, RPG, Adventure, Strategy"
Industry Idle - Expansion Pack 1,"20 Mar, 2021","Overall user reviews:
9 user reviews","Simulation, Strategy, Free to Play, Idler, Base Building, Resource Management, Transportation, Management, Automation, Clicker, Building, Survival, Crafting, Hex Grid, Sandbox, Minimalist, City Builder, Economy, Capitalism, Procedural Generation"
Kinda Heroes: The cutest RPG ever!,"10 Dec, 2020","Overall user reviews:
Mixed
						(72 reviews)","RPG, Indie, Adventure, Free to Play, Family Friendly"
My Little Bomb,"5 Jan, 2018","Overall user reviews:
Mostly Positive
						(65 reviews)","Simulation, Indie, Casual, Memes, Clicker"
Fast Typing Master,"28 Oct, 2020","Overall user reviews:
Mixed
						(18 reviews)","Typing, Spelling, Text-Based, Word Game, Education, Casual, Strategy, Puzzle, Trivia, 2D, Minimalist, Indie, Singleplayer, Simulation, Visual Novel, FPS, Idler, Stylized, Building, Automation"
Drugs and Crime Idle,"10 Dec, 2020","Overall user reviews:
Mixed
						(196 reviews)","Free to Play, Idler, Crime, Management, Gambling, Simulation, Economy, Time Management, Resource Management, Loot, Automation, Realistic, Underground, Relaxing, Capitalism, Strategy, Immersive Sim, Minimalist, Clicker, Singleplayer"
Hidden Islands,"19 Jan, 2022","Overall user reviews:
Mixed
						(15 reviews)","Early Access, Action, Adventure, Casual, Simulation, Strategy, Arcade, Card Game, Point & Click, City Builder, Puzzle, 2D Platformer, Card Battler, Collectathon, Exploration, Puzzle Platformer, Top-Down Shooter, 2D, Anime, Colorful"
Spiritlands,"29 Mar, 2018","Overall user reviews:
Mixed
						(16 reviews)","Strategy, Adventure, Indie, Casual, Simulation, Resource Management, Survival, City Builder, Base Building"
Software House Simulator,"6 May, 2020","Overall user reviews:
7 user reviews","Action, Indie, Casual, Simulation, Clicker, Short"
Box Looter 2018,"27 Nov, 2017","Overall user reviews:
Mostly Positive
						(27 reviews)",Indie
Clickable Coffee Shop - Cheats,"10 May, 2020",None,"Casual, Simulation, Singleplayer, Mouse only, Clicker"
Loot Box Simulator,"27 Jul, 2018","Overall user reviews:
Mostly Positive
						(76 reviews)","Simulation, Free to Play"
Idle Wasteland - 2x Pet Exp Bundle,"15 Jul, 2021",None,"RPG, Simulation, Crafting, Post-apocalyptic, Pixel Graphics, Clicker, Idler, Auto Battler"
Idle Heist,"8 Jun, 2018","Overall user reviews:
Mostly Negative
						(318 reviews)","Free to Play, Action, Multiplayer, Clicker, Adventure, Indie, Strategy, Casual, RPG"
Fishing at Lotus Lakes,"26 Nov, 2021","Overall user reviews:
8 user reviews","Casual, Simulation, Life Sim, Clicker, Singleplayer, Action"
Achievement Simulator Demo,"12 Aug, 2019",None,"Casual, Simulation"
loathe the game,"10 Apr, 2020",None,"Casual, Clicker, Funny, Robots, Demons"
Trump VS Covid: Ultimate Cheats Pack,"17 Feb, 2021",None,"Strategy, Indie, Simulation, Politics, Clicker"
Trump VS Covid: Putin Cheats Pack,"16 Feb, 2021","Overall user reviews:
1 user reviews","Strategy, Indie, Simulation, Politics, Clicker"
Trump VS Covid: Silver Cheats Pack,"10 Feb, 2021","Overall user reviews:
1 user reviews","Strategy, Indie, Simulation, Politics, Clicker"
No-brainer Heroes Artbook,"15 Jan, 2020","Overall user reviews:
Positive
						(17 reviews)","Strategy, Simulation, Adventure, RPG, Indie, Casual"
Loading Zone,"14 Mar, 2022","Overall user reviews:
7 user reviews","Casual, Puzzle, Logic, Singleplayer, Top-Down, Relaxing, Minimalist, Indie, Clicker, Retro"
Color by Number - Pixel Draw,"22 Aug, 2018","Overall user reviews:
Mixed
						(15 reviews)","Pixel Graphics, Relaxing, Fantasy, Board Game, Point & Click, Puzzle, Tabletop, Strategy, 2D, Casual, Colorful, Minimalist, Adventure, Singleplayer, Indie, Clicker, Exploration, Match 3, Cartoon, Cartoony"
Mall Empire,"16 Feb, 2017","Overall user reviews:
Mixed
						(71 reviews)","Indie, Casual, Management"
imprint-X,"26 Jan, 2017","Overall user reviews:
Mixed
						(28 reviews)","Indie, Casual, Adventure, Puzzle, Space, Exploration, Sci-fi, Robots, Colorful, Dark, Cute, Atmospheric, Singleplayer, Surreal, Survival, Relaxing, Great Soundtrack, Mystery"
Sniper Hunter Adventure 3D,"13 Oct, 2017","Overall user reviews:
Mixed
						(14 reviews)","Hunting, Shooter, Sniper, Simulation, Stealth, Point & Click, Action-Adventure, Strategy, 3D, Action, Casual, Anime, Adventure, Singleplayer, Violent, Gore, Psychological Horror, Sexual Content, Nudity"
Loot Box Simulator 20!8,"30 Jan, 2018","Overall user reviews:
Mixed
						(24 reviews)","Indie, Casual, Simulation"
Loading Zone,"14 Mar, 2022","Overall user reviews:
7 user reviews","Casual, Puzzle, Logic, Singleplayer, Top-Down, Relaxing, Minimalist, Indie, Clicker, Retro"
Hangover,"9 Jan, 2018","Overall user reviews:
Mixed
						(35 reviews)","Casual, Indie, Adventure, Point & Click"
Keyboard Killers,"21 Sep, 2017","Overall user reviews:
Mixed
						(370 reviews)","Simulation, Action, Indie, Casual, Arcade, Sci-fi, Pixel Graphics, Physics, Typing, Space, Great Soundtrack, Difficult, Atmospheric, Replay Value"
Wall to Wall,"4 Dec, 2021","Overall user reviews:
3 user reviews","Casual, Clicker, 2D, Relaxing, Physics, Singleplayer"
Idle Monkeylogy - Monkey Pack,"30 Aug, 2021",None,"Free to Play, Casual, Simulation, 2D, Clicker, Idler, Auto Battler"
Fruit for the Village,"22 May, 2018","Overall user reviews:
3 user reviews","Indie, Casual, VR, Clicker, Colorful, Narration, Story Rich"
Idle Wasteland - Nuclear Bundle,"15 Jul, 2021",None,"RPG, Simulation, Crafting, Post-apocalyptic, Pixel Graphics, Clicker, Idler, Auto Battler"
Little Gold Miner,"12 Mar, 2018","Overall user reviews:
9 user reviews","Casual, Indie, Strategy, Puzzle, Singleplayer, Short, Clicker"
Touch The Floor,"4 Jun, 2020",None,"Casual, Indie, Fast-Paced, Short, Clicker"
Rolling Cube,"3 Jun, 2020","Overall user reviews:
1 user reviews","Casual, 3D Platformer, Music, Indie, Clicker"
Overlord : Nobody know victory better than me,"25 Nov, 2021","Overall user reviews:
Mostly Negative
						(21 reviews)","Casual, Medieval, War, Idler, God Game, Anime, RPG, 2D, Strategy, Top-Down, RTS, Strategy RPG, Real Time Tactics, Tactical RPG, Clicker, Cartoon, Military, Fantasy, Open World, Singleplayer"
Slot Idler,"20 Nov, 2021","Overall user reviews:
3 user reviews","Casual, Gambling, Idler, Singleplayer, 2D, Realistic, Simulation, Indie, Clicker"
Color Ball,"26 Nov, 2021",None,"Casual, Clicker, Cute, Space, Score Attack, Singleplayer, Indie"
Idle Wasteland - Pet Slot Bundle,"15 Jul, 2021",None,"RPG, Simulation, Crafting, Post-apocalyptic, Pixel Graphics, Clicker, Idler, Auto Battler"
Cell Defender,"16 Jun, 2020","Overall user reviews:
4 user reviews","Casual, 2D, Pixel Graphics, Clicker, Education, Relaxing"
Shape Boxed,"24 Dec, 2021",None,"Casual, Arcade, Puzzle, Clicker, Cute, Minimalist, Singleplayer, Indie"
Mana Maker,"1 Dec, 2020","Overall user reviews:
Mostly Negative
						(37 reviews)","Casual, Clicker, 2D, Pixel Graphics, Stylized, Fantasy, Magic, Free to Play, Automation, Singleplayer"
SimpleProject,"13 Apr, 2021","Overall user reviews:
Negative
						(11 reviews)","Casual, RPG, Horror, Adventure, Clicker, VR, Psychological Horror, Conversation, Atmospheric, Aliens, Futuristic, Singleplayer"
Archer Master,"26 Mar, 2021","Overall user reviews:
1 user reviews","Casual, Shooter, Clicker, 3D, Cold War, Physics, Singleplayer"
Tower Stacker,"4 Sep, 2021",None,"Casual, Puzzle, 3D, Clicker, Building, Physics, Singleplayer, Indie"
Can You Escape,"17 Oct, 2021",None,"Casual, Physics, Puzzle, Sci-fi, Clicker, Automation, Singleplayer, Indie"
Idle Monkeylogy - Starter Pack,"30 Aug, 2021",None,"Free to Play, Casual, Simulation, 2D, Time Management, Clicker, Idler, Auto Battler"
Nine Chronicles,Mid 2020,None,"Free to Play, Massively Multiplayer, RPG, Casual, Early Access, Fantasy, 2D"
"""Medieval Real Estate""","8 Jan, 2018","Overall user reviews:
Negative
						(11 reviews)","Casual, Simulation, Clicker, Point & Click, Time Management, Management, Medieval, Cartoon, Colorful, Relaxing, Economy, Singleplayer"
MayBlues,"22 Jul, 2021","Overall user reviews:
1 user reviews","Casual, Puzzle, Clicker, 2D, Family Friendly, Singleplayer"
Fruit for the Village Demo,"8 May, 2018",None,"Indie, Casual"
Idle Tentacles,"10 Jul, 2021","Overall user reviews:
Mostly Negative
						(19 reviews)","Sexual Content, Idler, Casual, Clicker, Point & Click, 2D, Cute, Relaxing, Funny, Simulation, Anime, Lovecraftian, Resource Management, Singleplayer"
GameBook,"14 Mar, 2020","Overall user reviews:
1 user reviews","Indie, Casual, Web Publishing, Early Access, 2D, Clicker"
Incremental Epic Hero - Starter Pack,"22 Feb, 2021",None,"Strategy, Action, Free to Play, RPG, Clicker, Auto Battler, Crafting, Anime, Class-Based, Singleplayer, Cute, Character Customization"
Incremental Epic Hero - Global Skill Slot Pack,"22 Feb, 2021","Overall user reviews:
1 user reviews","Strategy, Adventure, Free to Play, RPG, Crafting, 2D, Anime, Class-Based, Singleplayer, Cute, Character Customization, Clicker, Auto Battler"
Stapel,"21 Feb, 2022","Overall user reviews:
1 user reviews","Casual, Puzzle, Clicker, 3D, Isometric, Cute, Indie, Minimalist, Singleplayer"
Claire's Cruisin' Cafe: High Seas Cuisine,"16 Feb, 2022","Overall user reviews:
5 user reviews","Time Management, Clicker, Economy, Management, Cute, Isometric, Top-Down, Cooking, Funny, Relaxing, Linear, Casual, Simulation, Time Manipulation, Colorful, Family Friendly, Score Attack, Atmospheric, Comedy, Adventure"
BATTLE PIXELS,"14 Jan, 2016","Overall user reviews:
Mostly Negative
						(12 reviews)","Indie, Casual, Strategy, Action, Singleplayer, Tanks, Funny, Stylized, Retro, Arcade, 2D, War, Classic, Survival, Clicker, Grand Strategy, Anime"
Hit Him,"12 Apr, 2022","Overall user reviews:
5 user reviews","Casual, Point & Click, Clicker, 3D, Diplomacy, Combat, Gore, Violent, Singleplayer"
Rescue Team: Power Eaters,"22 Dec, 2021","Overall user reviews:
4 user reviews","Casual, Adventure, Strategy, Clicker, Time Management, Top-Down, Isometric, Cute, Colorful, Atmospheric, Survival, Family Friendly, Management, Nature, Destruction, Funny, Modern, Building, Economy, Time Manipulation"
Hueor,"11 Dec, 2019","Overall user reviews:
1 user reviews","Casual, Indie, Racing, Survival, Pixel Graphics, Cute, Time Attack, Clicker"
Plumber 3,"10 Sep, 2021",None,"Casual, Puzzle, Education, Exploration, Clicker, 2D, Linear, Indie, Singleplayer"
Bee Aware! 2.0,"31 Aug, 2018","Overall user reviews:
3 user reviews","Casual, Indie, Puzzle, Psychological Horror, Arcade, Retro, Funny, Singleplayer, Clicker"
Clickable Coffee Shop,"26 Jul, 2019","Overall user reviews:
Mostly Negative
						(26 reviews)","Casual, Simulation, Relaxing, Clicker, Indie, 2D, Old School, Building, Minimalist, Funny, Singleplayer, Cartoony, Short, Colorful, Cartoon, Economy, Resource Management, Mouse only, Text-Based, RPG"
Gold Miner,"1 Oct, 2021","Overall user reviews:
1 user reviews","Casual, Arcade, Side Scroller, Clicker, 2D, Atmospheric, Nature, Indie, Linear, Singleplayer"
Mathletix,"7 Feb, 2022","Overall user reviews:
5 user reviews","Casual, Education, Puzzle, Clicker, 2D, Colorful, Minimalist, Relaxing, Indie, Singleplayer"
宇宙终极秘密-灵魂The ultimate secret of the universe：Soul,"6 May, 2021",None,"Casual, Clicker, God Game, 3D, Conversation, Faith, Indie, Singleplayer"
Endless Zombie Weekend,"21 Dec, 2021","Overall user reviews:
2 user reviews","Action, Side Scroller, Clicker, Zombies, Score Attack, Perma Death, Singleplayer, Arcade"
dig - blob costume,"15 Feb, 2022",None,"Casual, 2D, Minimalist, Atmospheric, Singleplayer, Stylized, Dark, Linear, Philosophical, Clicker"
dig - knight costume,"14 Jan, 2022",None,"Casual, 2D, Minimalist, Atmospheric, Singleplayer, Stylized, Dark, Linear, Philosophical, Clicker"
Sweet Match 3,"23 Sep, 2021",None,"Casual, Puzzle, Exploration, Clicker, 2D, Cute, Atmospheric, Linear, Indie, Singleplayer"
dig - Super Shovel,"19 Nov, 2021","Overall user reviews:
2 user reviews","Casual, 2D, Minimalist, Atmospheric, Singleplayer, Stylized, Dark, Linear, Philosophical, Clicker"
